raw,normalized,script,status
अब मिलेगा 50 पेट्रोल और 250 गैस सिलेंडर जल्दी है और नही मिला तो 😡,,,dropped:not_valid
😂😂😂😂,,,dropped:too_short
Jab atal Bihari Vajpayee ji ki sarkar thi tak 32 rs petrol tha aur jab congress thi tab 50 rs to fir congress ne bhi to mahenga Kiya hai petrol congress se q nhi bole 32 rs petrol do,Jab atal Bihari Vajpayee ji ki sarkar thi tak 32 rs petrol tha aur jab congress thi tab 50 rs to fir congress ne bhi to mahenga Kiya hai petrol congress se q nhi bole 32 rs petrol do,roman,kept
😂😂😂,,,dropped:too_short
"कुछ सस्ता न करे , सिर्फ गरीबों का पैसा वापस कर लैते तो , अच्छा बहुमत हासिल करते,पर‌ नही, कितने ऐजेंट ने आत्महत्या कर ली,पर कोई फर्क नहीं पड़ता है","कुछ सस्ता न करे , सिर्फ गरीबों का पैसा वापस कर लैते तो , अच्छा बहुमत हासिल करते,पर‌ नही, कितने ऐजेंट ने आत्महत्या कर ली,पर कोई फर्क नहीं पड़ता है",devanagari,kept
50 ka petrol 250 ges cileandar vo to aap bhul jaye koy bhi party aye gi to jeb bharegi,50 ka petrol 250 ges cileandar vo to aap bhul jaye koy bhi party aye gi to jeb bharegi,roman,kept
कुछ भी कभी का कहां 😅,कुछ भी कभी का कहां,devanagari,kept
😢😢😢😢😢😢😢😢,,,dropped:too_short
बहुत खुशी की बात हुई है🎉🎉🎉,,,dropped:not_valid
😂😊 it,,,dropped:too_short
Very nice 👍 👍 👍,,,dropped:too_short
Swapna dekho,Swapna dekho,roman,kept
😢😢😢😢,,,dropped:too_short
Agarjhout. Haito. Is. Chanalko. Karway. Hona. Chahie,Agarjhout. Haito. Is. Chanalko. Karway. Hona. Chahie,roman,kept
Yogi PM BANRA HAI 🎉🎉🎉,,,dropped:not_valid
Istifa real me hai to gst ko samapt kiya jay tabhi garibo ki rahat hogi,Istifa real me hai to gst ko samapt kiya jay tabhi garibo ki rahat hogi,roman,kept
Abb desh azad huwa,Abb desh azad huwa,roman,kept
"🙏🙏🙏 मोदी जी आपके रहते हुए अच्छे दिन की जो उम्मीद थी वो तो नहीं आये लेकिन जो पहले दिन थे उससे bhi बदत्तर दिन आ गए,, आपका धन्यवाद जो आपने इस्तीफा दिया,, देश पर यही एहसान होगा","मोदी जी आपके रहते हुए अच्छे दिन की जो उम्मीद थी वो तो नहीं आये लेकिन जो पहले दिन थे उससे bhi बदत्तर दिन आ गए,, आपका धन्यवाद जो आपने इस्तीफा दिया,, देश पर यही एहसान होगा",devanagari,kept
Sach modi gya,Sach modi gya,roman,kept
1 साल पहलेकी खबर है,1 साल पहलेकी खबर है,devanagari,kept
अग्नि वीर लोग की बदुआ लगी है इनको❤❤❤❤❤❤,,,dropped:not_valid
sb bik gya,sb bik gya,roman,kept
Mujhe modi ji se koi milva di help me,Mujhe modi ji se koi milva di help me,roman,kept
Bahut Khushi Ki baat Hai,Bahut Khushi Ki baat Hai,roman,kept
Sach h ya jhoot mujhe yakeen ni ho rah h koi bato na plz,Sach h ya jhoot mujhe yakeen ni ho rah h koi bato na plz,roman,kept
आनंदा चि बातमि,आनंदा चि बातमि,devanagari,kept
Ek sal pahele ki news dikhate ho,Ek sal pahele ki news dikhate ho,roman,kept
Modi hai to desh surakshit hai nahi to Muslim desh ban jata😭😭😭😭😭,Modi hai to desh surakshit hai nahi to Muslim desh ban jata,roman,kept
Zulm ke hukumat na kese ke Rahi hai na kese ke rahegi inshallah,Zulm ke hukumat na kese ke Rahi hai na kese ke rahegi inshallah,roman,kept
Camliya he,Camliya he,roman,kept
Ab bolo modi sarkar,Ab bolo modi sarkar,roman,kept
Samjh se baher ha khaber jhuthi ha ya sachi ha,Samjh se baher ha khaber jhuthi ha ya sachi ha,roman,kept
Sab se achcha kaam kiya😂,Sab se achcha kaam kiya,roman,kept
Hasal humanyua k sar lekin khoi khay ke,Hasal humanyua k sar lekin khoi khay ke,roman,kept
Eas khabar ko bar bar dekhanea ka kiya matlab ha ab tou 2025 aanea wala ha mujea tou lagata ha ki kalyug nea sab kea demag mea apna duaa jama kar deta ha,Eas khabar ko bar bar dekhanea ka kiya matlab ha ab tou 2025 aanea wala ha mujea tou lagata ha ki kalyug nea sab kea demag mea apna duaa jama kar deta ha,roman,kept
Kisan ke sath panga mahanga Pada,Kisan ke sath panga mahanga Pada,roman,kept
Bhai neet exam scam pr kb tmlog bat kroge,Bhai neet exam scam pr kb tmlog bat kroge,roman,kept
Koii nii bolega yr ...abhi casre religion ka baat hota tb na Bolte 😏,Koii nii bolega yr .abhi casre religion ka baat hota tb na Bolte,roman,kept
kindly dont fool the people,kindly dont fool the people,roman,kept
Jai Congress,Jai Congress,roman,kept
Best of luck Modi,Best of luck Modi,roman,kept
Ye purani khaber hai,Ye purani khaber hai,roman,kept
Next pm dhruv rathee ❤,Next pm dhruv rathee,roman,kept
Jhola chek kar lenaa jaane se pahle,Jhola chek kar lenaa jaane se pahle,roman,kept
🎉🎉🎉🎉🎉?,,,dropped:too_short
Lalu ji sahi bole the,Lalu ji sahi bole the,roman,kept
ये भी जुमला ही होगा,ये भी जुमला ही होगा,devanagari,kept
Modi ji plzz dobara mt aana😢😢,Modi ji plzz dobara mt aana,roman,kept
😭😭😭😭😭😭😭😭,,,dropped:too_short
खाओ मा कसम,खाओ मा कसम,devanagari,kept
Galat news kyon failate Ho bhai,Galat news kyon failate Ho bhai,roman,kept
ખુશીકિબાતહે,,,dropped:not_valid
Ab kalki avitar ka raj hoga desh ke sab sarkari karam chari par lagam kasega,Ab kalki avitar ka raj hoga desh ke sab sarkari karam chari par lagam kasega,roman,kept
Very good 😂,,,dropped:too_short
Modiji should retire and make way for others within the party.  2 terms enough for him afterall he did not get majority on his own.  He wants to create history for himself.,Modiji should retire and make way for others within the party. 2 terms enough for him afterall he did not get majority on his own. He wants to create history for himself.,roman,kept
Humko Ahir regiment chahie,Humko Ahir regiment chahie,roman,kept
Hi sir modi ji is very popular leader.,Hi sir modi ji is very popular leader.,roman,kept
हहह,,,dropped:too_short
Are Bhai saphat lene se pahle estipha Diya jata hai jise modi ji ne diye hai ab ak ya do din me pradhan mantari pad ke liye phir se sapat lenge,Are Bhai saphat lene se pahle estipha Diya jata hai jise modi ji ne diye hai ab ak ya do din me pradhan mantari pad ke liye phir se sapat lenge,roman,kept
Modi ji Rastrpati bnenge,Modi ji Rastrpati bnenge,roman,kept
Damodar Modi ka orijnal gotra kiya hai,Damodar Modi ka orijnal gotra kiya hai,roman,kept
I do not BELEAVE it. Do not fool public.,I do not BELEAVE it. Do not fool public.,roman,kept
Kissan our jawan ka sat panga mahinga pada😂,Kissan our jawan ka sat panga mahinga pada,roman,kept
झूठ😮 खबर है a 1साल पुराने vidio है।,झूठ खबर है a 1साल पुराने vidio है.,devanagari,kept
Acha huaa kya suraj paschim se uga hie,Acha huaa kya suraj paschim se uga hie,roman,kept
Puraani video hai itna khus mat hon,Puraani video hai itna khus mat hon,roman,kept
Dhruv rathe jindabad❤,Dhruv rathe jindabad,roman,kept
Rast pati to already pm isre pe chata h,Rast pati to already pm isre pe chata h,roman,kept
"जो हो रहा है, शायद सही ही हो रहा होगा।","जो हो रहा है, शायद सही ही हो रहा होगा.",devanagari,kept
Mode seffaa  da to 2naareyLa todu,Mode seffaa da to 2naareyLa todu,roman,kept
Ab India Rojgar Ban Jayegi pm Rahul Gandhi Rojgar banaa Denge Hindustan mei,Ab India Rojgar Ban Jayegi pm Rahul Gandhi Rojgar banaa Denge Hindustan mei,roman,kept
Modi..he..to..mumkin..he.....vapis..fir..aayege....modi..he..to..mumkin..he😂😂😂..moj...moj😂😂😂,,,dropped:not_valid
Jaldi do istifa,Jaldi do istifa,roman,kept
गयी पनौती 😊 !मानो या न मानो अच्छे दीन जरूर आयेगें  !,गयी पनौती !मानो या न मानो अच्छे दीन जरूर आयेगें !,devanagari,kept
Avi India 🇮🇳 ma sob mor na ka time ⏲️ joldi aya ga just wait kro Tura sobbbbbbbbbb 😢,Avi India ma sob mor na ka time ⏲️ joldi aya ga just wait kro Tura sobb,roman,kept
Agara masa ageta ehade chhadabta utuv mane bhi ghatia  karsan modi damko koi senaka bada lok amerika etyafi desko chhupakar kio bataya unkeesare sindur durbalhuaa,Agara masa ageta ehade chhadabta utuv mane bhi ghatia karsan modi damko koi senaka bada lok amerika etyafi desko chhupakar kio bataya unkeesare sindur durbalhuaa,roman,kept
Power of dhruv Rathee,Power of dhruv Rathee,roman,kept
Now the muslim are very happy,Now the muslim are very happy,roman,kept
Apna ijajat bcha liya,Apna ijajat bcha liya,roman,kept
Damodar Modi India sarkari ka orijnal boold 🆔💊 ko nukiri diya,Damodar Modi India sarkari ka orijnal boold 🆔 ko nukiri diya,roman,kept
Respect for modi ji❤❤❤❤❤,,,dropped:not_valid
😂😂😂😂😂,,,dropped:too_short
Dr. Himanta Biswa Sharma should be our prime minister,Dr. Himanta Biswa Sharma should be our prime minister,roman,kept
Ooo...yarrrr .....yessssss.....😂😅😅😅,,,dropped:not_valid
15 lack kisse lenge,15 lack kisse lenge,roman,kept
Modi jindabad,Modi jindabad,roman,kept
वलकर जमा करा,वलकर जमा करा,devanagari,kept
MODI NE P M. PAD SE  RASTROPOTI KO ISTEFA DIYA  RASTROPOT NE. SWEEkAR KAR LIYE,MODI NE P M. PAD SE RASTROPOTI KO ISTEFA DIYA RASTROPOT NE. SWEEkAR KAR LIYE,roman,kept
Ajad mehsus kar raha hu😂😂😂😂,Ajad mehsus kar raha hu,roman,kept
We always stand with BJP.modi ji❤,We always stand with BJP.modi ji,roman,kept
Yogi jiii ko laye,Yogi jii ko laye,roman,kept
मोदी को बोलो होला उठा ले निकल ले यहांसे चुपचाप,मोदी को बोलो होला उठा ले निकल ले यहांसे चुपचाप,devanagari,kept
फासी कब होगी,फासी कब होगी,devanagari,kept
"बहुत अच्छा ,pacl company ka paisa return na करने पर गरीब लोगों की बददुआ लगी है","बहुत अच्छा ,pacl company ka paisa return na करने पर गरीब लोगों की बददुआ लगी है",mixed,kept
Modi tata by by,Modi tata by by,roman,kept
Modi ji ager aap stifa denge to ache din aa hi jayega.,Modi ji ager aap stifa denge to ache din aa hi jayega.,roman,kept
Kha se mil gya bahumat hat भाखलोल,Kha se mil gya bahumat hat भाखलोल,roman,kept
Achchha हुवा पनोती गया 😂,Achchha हुवा पनोती गया,mixed,kept
परत मोदी सारखा पंतप्रधान होने नाही😢😢😢😢😢😢😢,परत मोदी सारखा पंतप्रधान होने नाही,devanagari,kept
नहीं नहीं ये भी उसकी चल है फिर उसकी पार्टी जीतेगी 😂,नहीं नहीं ये भी उसकी चल है फिर उसकी पार्टी जीतेगी,devanagari,kept
Do HaJar Chbis Ka  News  He,Do HaJar Chbis Ka News He,roman,kept
Eee ponhan Marella Isthifa paranju paranju daily padikkayano,Eee ponhan Marella Isthifa paranju paranju daily padikkayano,roman,kept
Nahi dena chiye istifa agar diya h to yogi ji bne agle pm,Nahi dena chiye istifa agar diya h to yogi ji bne agle pm,roman,kept
ਵਧਾਈਆਂ ਵਧਾਈਆ ਸਭ ਕੋ ਵਧਾਈਆ,,,dropped:not_valid
Wha 😂😂,,,dropped:too_short
Modi ko pm hona chaahiye tha lion 🦁 tha bahut dukh huaa Dil toot Gaya hai,Modi ko pm hona chaahiye tha lion tha bahut dukh huaa Dil toot Gaya hai,roman,kept
कहीं ये फेंक वीडियो तो नहीं,कहीं ये फेंक वीडियो तो नहीं,devanagari,kept
"Peli bar kuch achcha kaam kiya hai, ab pata nahi ye sach hai, ya ye bhi iski koi chaal ya koi, naya joomla,","Peli bar kuch achcha kaam kiya hai, ab pata nahi ye sach hai, ya ye bhi iski koi chaal ya koi, naya joomla,",roman,kept
Alhamdulillah,Alhamdulillah,roman,kept
Modi ko hi Banna chahiye,Modi ko hi Banna chahiye,roman,kept
Dhruv rathee impact on india 😂,Dhruv rathee impact on india,roman,kept
